消息ID,时间戳,内容,附件数量,附件路径,Stickers,回复消息ID,嵌入内容数量
1420081000196866199,2025-09-23 16:14:54,"Been to a lot of UFC Strike experiences and they were all top notch! (Technically most recent ones were UFC Strike/Fight.iD experiences, although Fight.iD is just now expanding on its earlier initiatives) 
I’m excited to see what type of things they are cooking up; it’s awesome to see all the fighter partnerships they are building! 🤩",2,media/1420081000196866199_1420080998296846528.jpg|media/1420081000196866199_1420080999466799257.jpg,,,0
1420081000196866199,2025-09-23 16:14:54,"Been to a lot of UFC Strike experiences and they were all top notch! (Technically most recent ones were UFC Strike/Fight.iD experiences, although Fight.iD is just now expanding on its earlier initiatives) 
I’m excited to see what type of things they are cooking up; it’s awesome to see all the fighter partnerships they are building! 🤩",2,media/1420081000196866199_1420080998296846528.jpg|media/1420081000196866199_1420080999466799257.jpg,,,0
1419977733622202388,2025-09-23 09:24:33,thanks,0,,,,0
1419985827252928532,2025-09-23 09:56:43,hey how does that force strike thing work?,0,,,1419971043476635679,0
1419986474962653194,2025-09-23 09:59:17,<@296387788515966978>  can you explain more on this,0,,,1419985827252928532,0
1419986766945062995,2025-09-23 10:00:27,GM fam welcome to the community,0,,,1419969366816198729,0
1419988547443625984,2025-09-23 10:07:31,Was it on the fight id website you saw it?,0,,,1419985827252928532,0
1419989409545322546,2025-09-23 10:10:57,yes,0,,,,0
1419989546912845834,2025-09-23 10:11:30,actually its ufc strike boost,0,,,1419988547443625984,0
1419989613522456638,2025-09-23 10:11:45,how to get those moments,0,,,,0
1419990044176941098,2025-09-23 10:13:28,<@725757119919423539>  Closest reply I could find. But <@296387788515966978> can share more light on this when he's on the chatt,0,,,1419794389668200588,0
1419992899449520219,2025-09-23 10:24:49,okay i am waiting,0,,,1419990044176941098,0
1419993988454154302,2025-09-23 10:29:09,Yes sir,0,,,1419992899449520219,0
1420028971659169843,2025-09-23 12:48:09,GM Chat. Hope everyone has a wonderful day.,0,,,,0
1420031766311206973,2025-09-23 12:59:16,Yes sir,0,,,1420028971659169843,0
1420031776121688154,2025-09-23 12:59:18,And you,0,,,,0
1420031806169812992,2025-09-23 12:59:25,Hope you have a great day too,0,,,,0
1420042210807906335,2025-09-23 13:40:46,https://tenor.com/view/smith-vs-kazama-elijah-smith-vs-kazama-knockout-slam-slam-ko-gif-5014562273829491630,0,,,,1
1420042242437152800,2025-09-23 13:40:53,GM. #Neverforget,0,,,,0
1420043145319546951,2025-09-23 13:44:28,oh my goodneesss. WAs he okay,0,,,1420042210807906335,0
1420043380380926072,2025-09-23 13:45:25,I think he died for like 3 minutes but I just made that up so I think he’s good,0,,,,0
1420043476787007609,2025-09-23 13:45:47,He was out for a long time,0,,,,0
1420043633347788820,2025-09-23 13:46:25,"gosh😭. I would have been out for eternity , 🤣",0,,,1420043476787007609,0
1420043845260808345,2025-09-23 13:47:15,Yeah that’s just the slam. He was getting beat up bad before that 😂,0,,,,0
1420043990077804639,2025-09-23 13:47:50,Have you been slammed before 🤣,0,,,1420043845260808345,0
1420044030942646273,2025-09-23 13:48:00,Hell no,0,,,,0
1420044050676846694,2025-09-23 13:48:04,I do the slamming,0,,,,0
1420044281720213564,2025-09-23 13:48:59,Haha 😂 . Who you plan on slamming,0,,,1420044050676846694,0
1420044303568207932,2025-09-23 13:49:05,You put me out for good,0,,,,0
1420044399471235103,2025-09-23 13:49:27,https://tenor.com/view/rampage-jackson-ricardo-arona-slam-mma-pride-gif-25859017,0,,,,1
1420044516261363783,2025-09-23 13:49:55,https://tenor.com/view/desmaio-desmaiando-desmaiar-desmaiei-faint-gif-17724542,0,,,1420044399471235103,1
1420059846727962695,2025-09-23 14:50:50,"UFC Strike Moments are digital collectibles that launched January 2022; they are highlights of some of the most Iconic Moments in the Octagon

Unfortunately it’s in the state of a rebuild (UFC Strike just migrated from the Flow Blockchain to the Aptos Blockchain) so it will be a little while until it’s properly back in action",0,,,1419990044176941098,0
1420061357188841637,2025-09-23 14:56:51,"The UFC Strike Website and Marketplace are still being rebuilt; There should be news on that soon though. There’s a new Series launching for UFC Strike when it’s officially rebooted, Series 3; Series 0, 1 and 2 are retired (although there are remaining Series 2 Moments for rewards during Series 3)

Generally the best way to get started will be Pack Drops; although no specific details of Series 3 have been revealed yet",0,,,,0
1420061870559334440,2025-09-23 14:58:53,The most exciting aspect of UFC Strike has by far been its growing ties to the UFC which have allowed unprecedented access and IRL rewards; Fight.iD and the Concept Labs team really know how to make an outstanding Loyalty Rewards program that is top of its class imo,0,,,,0
1420061937454153860,2025-09-23 14:59:09,Wow. Thanks so much boss,0,,,1420061357188841637,0
1420062029539967127,2025-09-23 14:59:31,<@725757119919423539>,0,,,1420059846727962695,0
1420062353856266261,2025-09-23 15:00:48,,4,media/1420062353856266261_1420062351767634063.jpg|media/1420062353856266261_1420062352359034992.jpg|media/1420062353856266261_1420062353235382423.jpg|media/1420062353856266261_1420062353629642822.jpg,,,0
1420062615232577666,2025-09-23 15:01:50,Will we be expecting series 3 this year?,0,,,1420062353856266261,0
1420062618986614894,2025-09-23 15:01:51,I had the privilege to experience some of those amazing experiences firsthand; I never expected to meet any UFC Fighter in my life and have met over a Dozen now; as well as getting premium access to Weigh-ins and Presser events,0,,,,0
1420062716025901057,2025-09-23 15:02:14,Are you in any of those pics 😲,0,,,1420062618986614894,0
1420062748381024307,2025-09-23 15:02:22,Wow so amazing,0,,,1420062618986614894,0
1420062755670462524,2025-09-23 15:02:24,Hopefully! 🤞 There should be some news soon on that,0,,,1420062615232577666,0
1420062829620232253,2025-09-23 15:02:42,Thanks for this education really learnt something,0,,,1420062755670462524,0
1420063081320415382,2025-09-23 15:03:42,"Yeah, me and my little brother! We got to see and do so many cool things just because of collecting UFC Strike; it’s one heck of a cool platform. It’s really exciting to see what Fight.iD is building now and what type of experiences it might lead too",0,,,1420062716025901057,0
1420063477325627533,2025-09-23 15:05:16,Can't wait to see what unfolds in this journey. Really seeing great things coming,0,,,1420063081320415382,0
1420067984407527536,2025-09-23 15:23:11,interesting,0,,,1420063081320415382,0
1420074057394556928,2025-09-23 15:47:18,Which one is you and your brother in the pics  🤔,0,,,1420062353856266261,0
1420074358839312516,2025-09-23 15:48:30,Hes the guy on the left in the second photo and his brother is the guy in the right in the same photo.,0,,,1420074057394556928,0
1420074630345129995,2025-09-23 15:49:35,"Oh  I see thanks 
Which event was this",0,,,1420074358839312516,0
1420079918833995796,2025-09-23 16:10:36,"Most of those pictures were from UFC 281, although the weigh-in picture was before UFC 300 (I was sitting right behind Gaethjes family for that one!)",0,,,,0
1420081000196866199,2025-09-23 16:14:54,"Been to a lot of UFC Strike experiences and they were all top notch! (Technically most recent ones were UFC Strike/Fight.iD experiences, although Fight.iD is just now expanding on its earlier initiatives) 
I’m excited to see what type of things they are cooking up; it’s awesome to see all the fighter partnerships they are building! 🤩",2,media/1420081000196866199_1420080998296846528.jpg|media/1420081000196866199_1420080999466799257.jpg,,,0
1420081332595462145,2025-09-23 16:16:13,More to come,0,,,1420081000196866199,0
1420081376438390812,2025-09-23 16:16:23,"Damn I’m wearing the same clothes in that one 😆

Gotta switch it up more 😅",0,,,,0
1420081565190455427,2025-09-23 16:17:08,Looking fresh tho,0,,,1420081376438390812,0
1420081585293627533,2025-09-23 16:17:13,Wish  I could attend  one though 😕,0,,,1420079918833995796,0
1420081791229759580,2025-09-23 16:18:02,Just gotta buy a ticket,0,,,,0
1420081962214887568,2025-09-23 16:18:43,"Alright 🔥 
Working on that next",0,,,1420081791229759580,0
1420082376192692307,2025-09-23 16:20:22,<@604888415242027011> quit showing off or I will be forced to share all my photos 🤣,0,,,,0
1420082474209247303,2025-09-23 16:20:45,Drop them please 😂,0,,,1420082376192692307,0
1420082833698848849,2025-09-23 16:22:11,"<@893369743229222922> has possibly met more fighters than <@296387788515966978> this year, which is saying a heck of a lot if you know them both",0,,,,0
1420082875499548854,2025-09-23 16:22:21,Let's gooo 🔥🤣😂😂,0,,,1420082376192692307,0
1420082916737941534,2025-09-23 16:22:31,Let's see who's the freshest of all,0,,,,0
1420083094484029633,2025-09-23 16:23:13,I haven't even met 😭 a trainee UFC fighter,0,,,1420082833698848849,0
1420083216148070491,2025-09-23 16:23:42,Let's have the pictures  please,0,,,1420082833698848849,0
1420083354212237322,2025-09-23 16:24:15,Me and Chef saw one of the most Iconic Moments in UFC history at UFC 300; he was extra lucky and snagged the Ultimate UFC Strike Moment of this in a Pack Drop (#10/10),1,media/1420083354212237322_1420083353335500910.mov,,,0
1420083556809572466,2025-09-23 16:25:03,https://tenor.com/view/mad-madness-angry-blown-head-gif-14530683,0,,,1420083354212237322,1
1420083660027072602,2025-09-23 16:25:28,I want to experience this feeling one day in person 😭😭,0,,,,0
1420083703287124148,2025-09-23 16:25:38,See how he dropped down so quick,0,,,,0
1420083767191535719,2025-09-23 16:25:53,What kind of punch was that,0,,,,0
1420083890185437347,2025-09-23 16:26:23,https://tenor.com/view/popeye-sailor-bounce-punch-gif-5992898,0,,,1420083354212237322,1
1420083934401794058,2025-09-23 16:26:33,That whole weekend was such an amazing experience; that was Max dropping Gaethje at the last second of a 5 round BMF fight; pure magic,0,,,,0
1420084021546713150,2025-09-23 16:26:54,Wow I need to watch that again later on preview,0,,,1420083934401794058,0
1420084393883598910,2025-09-23 16:28:23,It was such a crazy night; I remember it kept feeling like every fight would be hard to beat in terms of what happened the fight before; and it just kept building up the whole night,0,,,,0
1420084577376010331,2025-09-23 16:29:07,Damm. What a blast,0,,,1420084393883598910,0
1420084868632805406,2025-09-23 16:30:16,Now I want to see more fighter pictures too! You didn’t even mention to them you’ve been in multiple Post-Event Octagon tours and toured the UFC PI as well,0,,,1420082376192692307,0
1420085036161695875,2025-09-23 16:30:56,https://tenor.com/view/1-gif-814966377620016747,0,,,1420084868632805406,1
1420085094001147965,2025-09-23 16:31:10,Wow for real,0,,,,0
1420085156915581051,2025-09-23 16:31:25,<@893369743229222922> you really cooking 😅😅,0,,,,0
1420104329989455954,2025-09-23 17:47:36,https://tenor.com/view/donald-trump-not-a-chance-gif-8718381,0,,,1420082833698848849,1
1420107616801001636,2025-09-23 18:00:40,Is this the new hangout place since strike is dead ? 😄,0,,,,0
1420108136760475708,2025-09-23 18:02:44,This years Post octagon and UFCPi photos,1,media/1420108136760475708_1420108136475529248.jpg,,1420084868632805406,0
1420108676097769554,2025-09-23 18:04:52,That was me on your left! Iconic!,0,,,1420083354212237322,0
1420114949778309211,2025-09-23 18:29:48,Legends 🔥🔥🥊,0,,,1420108136760475708,0
1420115101759045744,2025-09-23 18:30:24,Where Ser,0,,,1420108676097769554,0
1420119344179974425,2025-09-23 18:47:16,"Well said <@604888415242027011> <@893369743229222922> I wholeheartedly agree UFC Strike in my opinion if you are a UFC fan or a fan of mixed martial arts in general nothing comes close to the in real life utility that is provided from UFC Strike handsdown the number one NFT platform for this kind of thing. I’ve been awarded tickets to multiple events and cannot wait to see what the future holds, especially with the partnership with Fight.id",0,,,,0
1420137335974002790,2025-09-23 19:58:45,hellow,0,,,,0
1420137930273325116,2025-09-23 20:01:07,How to get those strike moments?,0,,,,0
1420142295793008792,2025-09-23 20:18:28,"Most definitely join the discord server and look out for an announcement in the very near future. I would like to think that they’re going to announce a native UFC Strike marketplace once it is up and running series 3 will be in full swing including pack drops. But as of right now, third-party marketplace such as Rarible and Tradeport is where you can find UFC Strike moments. Tiers are fandom, common, uncommon, rare, epic,  champion and ultimate.",0,,,1420137930273325116,0
1420158390771912824,2025-09-23 21:22:25,Hello sir welcome,0,,,1420137335974002790,0
1420159180819661074,2025-09-23 21:25:33,g m,0,,,,0
1420159442355359845,2025-09-23 21:26:36,GM fam how you doing,0,,,1420159180819661074,0
1420159489860042881,2025-09-23 21:26:47,Welcome to fight id,0,,,,0
1420191649136382152,2025-09-23 23:34:35,gm I'm new,0,,,,0
1420199130361368671,2025-09-24 00:04:18,Welcome mate,0,,,1420191649136382152,0
1420205098918871130,2025-09-24 00:28:01,"i'm good and you,yeah it's a godd project. GG the team",0,,,1420159442355359845,0
1420205412472590477,2025-09-24 00:29:16,Yh it's quite a great project,0,,,1420205098918871130,0
1420288989415608430,2025-09-24 06:01:22,Am good fam. Hope you have claimed your fight id pass,0,,,1420205098918871130,0
1420289078632517726,2025-09-24 06:01:44,GM fam. Welcome hope you have claimed your fight id pass,0,,,1420191649136382152,0
1420376469678592011,2025-09-24 11:48:59,Gm GM everyone have a good day,0,,,,0
1420407501756694660,2025-09-24 13:52:18,have a good day as well,0,,,,0
1420412815532888117,2025-09-24 14:13:25,Thanks fam,0,,,1420407501756694660,0
1420416005242621982,2025-09-24 14:26:05,hello can i buy this? is it nft or some sort?,1,media/1420416005242621982_1420416004923719720.png,,,0
1420418048409731082,2025-09-24 14:34:12,No fam you can't,0,,,1420416005242621982,0
1420418119180091402,2025-09-24 14:34:29,<@1214495714294501386> please read,0,,,1420142295793008792,0
1420418641869930628,2025-09-24 14:36:34,thanks,0,,,,0
1420419308000903168,2025-09-24 14:39:13,GM everyone,0,,,,0
1420419330952134859,2025-09-24 14:39:18,Yes fam. But they are working on series 3 and marketplace for that will back,0,,,1420418641869930628,0
1420419350917283910,2025-09-24 14:39:23,Gm sir,0,,,1420419308000903168,0
1420437608282062909,2025-09-24 15:51:56,FP will be redeem to something specials ?,0,,,,0
1420437653865631904,2025-09-24 15:52:07,Yes Sir more FP you accumulate you boost up and unlock special rewards,0,,,1420437608282062909,0
1420439413695184936,2025-09-24 15:59:06,That’s what we’re hoping for,0,,,1420437608282062909,0
1420441248577224866,2025-09-24 16:06:24,No need to hope. Just UFC is enough for next move haha,0,,,1420439413695184936,0
1420441440525353010,2025-09-24 16:07:09,https://tenor.com/view/troll-face-gif-6495629075267802029,0,,,1420441248577224866,1
1420441544858665041,2025-09-24 16:07:34,,0,,islamkhabib,,0
1420445709542625322,2025-09-24 16:24:07,Hello,0,,,,0
1420449933630242827,2025-09-24 16:40:54,https://tenor.com/view/stiopic-islam-makhachev-islam-makhachev-makhachev-time-gif-23677564,0,,,,1
1420451066897760286,2025-09-24 16:45:25,welcome fam,0,,,1420445709542625322,0
1420458514156879953,2025-09-24 17:15:00,"I’ll try to give folks a better introduction into UFC Strike Moments. Considering there are 7 Tiers it seems proper to introduce 1 Tier each day and discuss some of the finer points of each Tier

I’ll start out with Common Moments:
First introduced in the earliest days of UFC Strike, Series 0 Common Moments were minted to 23,490",0,,,,0
1420458651759542532,2025-09-24 17:15:33,*Ilia Topuria defeats world-renowned Brazilian Jiu-Jitsu specialist Ryan Hall with a barrage of dominant right hands while skillfully avoiding submission.*,1,media/1420458651759542532_1420458650903777381.mov,,,0
1420459080299839489,2025-09-24 17:17:15,"*Paddy ""The Baddy"" Pimblett earns a TKO victory landing a series of punches against Luigi Vendramini, in his UFC debut.*",1,media/1420459080299839489_1420459079687602306.mov,,,0
1420459248516595844,2025-09-24 17:17:55,"*Khamzat ""Borz"" Chimaev caps off a near perfect performance against Li Jingliang at UFC 267. Chimaev submitted Jingliang via a rear naked choke without absorbing a single strike during the entire fight.*",1,media/1420459248516595844_1420459247120158871.mov,,,0
1420460121451925605,2025-09-24 17:21:23,"Series 0 only lasted 1 Month and consisted of 25 Common Moments and 10 Champion Moments. Series 0 Common Tier Sets were the easiest to Collect; although post migration it might be trickier
(Also imo FP will most likely be claimed from a lot of Series 0-2’s Moments)

The Commons were minted FAR higher than any future UFC Strike Moments, and are much closer to 16,000 Mints at this point",0,,,,0
1420460562227269643,2025-09-24 17:23:08,"Next up was Series 1, introduced in March 2022

Common Mints were reduced to 12,000 maximum; although most Series 1 Commons are closer to 3,000-4,000 at this point",0,,,,0
1420460638391631973,2025-09-24 17:23:27,"*Khabib ""The Eagle"" Nurmagomedov finishes Thiago Tavares in the first round with a clean left uppercut and massive elbows on the ground for his third straight UFC victory.*",1,media/1420460638391631973_1420460637552775210.mov,,,0
1420461364605882458,2025-09-24 17:26:20,*Jack Della Maddalena secures an epic TKO victory after catching Pete Rodriguez with a thunderous left hand in the first round of his UFC debut.*,1,media/1420461364605882458_1420461357341610105.mov,,,0
1420462176887509003,2025-09-24 17:29:33,"Trying not to fill up the whole discord 😅, sorry! I wish there was an easier way to show the history of it all, but it’s the best way I can think of",0,,,,0
1420463525737922612,2025-09-24 17:34:55,"Next up was Series 2; which launched November 2023

UFC Strike redesigned its Moments entirely from that point forward, with much more dynamic Moments and a bigger (imo) better experience 

There was also a significant focus on scarcity from the get-go starting in Series 2. Common Moments were minted to a Max of 3,000. 

Imo Series 2 Common Tier Sets would be the hardest to complete, as it’s roughly the size of Series 1; but far harder to track down Moments already",0,,,,0
1420464227465953391,2025-09-24 17:37:42,"*In his first-ever UFC appearance, Alex ""Poatan"" Pereira showed what all the hype was about with this vicious jumping knee KO against Andreas Michailidis. Early in the second round, Pereira jumps into a switch knee that lands flush to the face of Michailidis, finishing the fight via KO.*",1,media/1420464227465953391_1420464226618572810.mov,,,0
1420465330098147400,2025-09-24 17:42:05,"*Before establishing his legacy as the best light heavyweight of all time, Jon ""Bones"" Jones dominated Vladimir Matyushenko from the crucifix position, raining down elbows until the TKO stoppage in round 1.*",1,media/1420465330098147400_1420465329062285333.mov,,,0
1420465779706691624,2025-09-24 17:43:52,"That’s a fairly good introduction into what Common Moments are. ngl I was trying to avoid it turning into an information dump, but it felt important to elaborate *Why* Common Moments range so much in Mint, and what led to that",0,,,,0
1420467292101148682,2025-09-24 17:49:53,Yh I grasp what the UFC moment is about. But wanted to ask does this moment happen if only something of a great tko happens or can be selected from previous game fight and be minted <@604888415242027011>,0,,,,0
1420468046593527808,2025-09-24 17:52:53,"There are a few Moments from fights that went to Decisions, although the vast majority are definitely mostly fights that ended in finishes

It depends a lot on how significant the fight was etc, there are (a few) Moments even in the higher tiers that ended in a Decision. Usually those are designated as Striking or Grappling Moments",0,,,1420467292101148682,0
1420469200765456425,2025-09-24 17:57:28,"The most significant Moments like that which immediately spring to mind are Alex Volkanovski’s Champion when he beat Ortega after surviving the mounted guillotine, or Max Holloways Champion where he outboxed Ortega",0,,,,0
1420473894242095245,2025-09-24 18:16:07,Wow okay am understanding it thanks sir. Also when minting what chain does we use and what price <@604888415242027011>,0,,,,0
1420475689349550221,2025-09-24 18:23:15,"UFC Strike Moments are minted by UFC Strike itself; the vast majority are Minted into Pack Drops, although there are  a few exceptions

Primarily Challenges, which are bi-monthly events that are usually based around UFC Events (especially UFC PPV Premium Events).
Those are often Collection based; although the hardest challenges required Collector’s to Burn specific Moments to earn that Challenges reward Moment",0,,,,0
1420477412377886941,2025-09-24 18:30:06,Here is an example of an earlier Challenge; they range in difficulty a great deal depending on what the reward Moment is. For Challenges that earn Common or Uncommon Moments they are fairly easy to accomplish; but from Rare on up they get a lot trickier. Usually Challenges for an Epic or (a very rare) Champion Challenge fall on UFC PPVs and are the most difficult to Complete,1,media/1420477412377886941_1420477412206051348.jpg,,,0
1420478360181801000,2025-09-24 18:33:52,<@604888415242027011> are you a cornerman in this discord too 🤷‍♂️,0,,,,0
1420478651430080629,2025-09-24 18:35:01,If not I hope your compensated for all the work you’ve been doing in here,0,,,,0
1420483892850331721,2025-09-24 18:55:51,Okay thanks got an understanding,0,,,1420477412377886941,0
1420499889829318667,2025-09-24 19:59:25,I can’t wait for the next challenge!!,0,,,,0
1420501270950711358,2025-09-24 20:04:54,So all these giveaways and yet we can’t get a place to purchase anything looks like I will have to create my own FightFi merch 🤪,0,,,,0
1420509887435116656,2025-09-24 20:39:08,<@604888415242027011> you a legend for helping out the new people.,0,,,,0
1420511948486869042,2025-09-24 20:47:20,Hell yeah <@604888415242027011> well said homie,0,,,,0
1420543877974069410,2025-09-24 22:54:12,Early stoppage. Ryan had Ilia just where he wanted him,0,,,1420458651759542532,0
1420545093668044893,2025-09-24 22:59:02,Standard operating procedure,0,,,1420501270950711358,0
1420595323637862531,2025-09-25 02:18:38,We going to Garden or what??,0,,,,0
1420595559424589987,2025-09-25 02:19:34,the website act up sometime. might only be me but just let yall know,0,,,,0
1420596111164444692,2025-09-25 02:21:46,https://tenor.com/view/bellator-mma-nyc-bellator-nycgi-fs-gif-8819434,0,,,1420595323637862531,1
1420596297940860959,2025-09-25 02:22:30,Gonna see you at the Garden again Real?? LFG bro,0,,,1420596111164444692,0
1420596460810014721,2025-09-25 02:23:09,I’ll be there,0,,,1420596297940860959,0
